"judge","crtpoint","numjudge","circuit","state","statdist","month","year","libcon","apyear","party","gender","race","dem_appointed","admin"
9102,131,15,9,5,54,1,1979,1,1967,1,1,1,1,1
6092,25,1,6,22,221,4,1979,1,1973,0,1,1,0,1
88038,230,14,88,55,551,4,1979,0,1966,0,1,1,1,1
2080,37,8,2,32,323,5,1979,0,1971,0,1,1,0,1
7068,55,12,7,13,131,4,1979,0,1976,1,1,2,0,1
10053,163,3,10,36,364,1,1979,0,1975,0,1,1,0,1
3122,175,7,3,38,383,6,1979,1,1978,1,1,2,1,1
88011,230,14,88,55,551,6,1979,0,1967,1,1,1,1,1
9069,110,1,9,11,111,6,1979,1,1972,0,1,1,0,1
4075,21,7,4,20,201,5,1979,1,1971,0,1,1,0,1
3116,175,7,3,38,383,6,1979,1,1978,1,1,1,1,1
8077,214,2,8,23,231,1,1979,0,1975,0,1,1,0,1
2129,159,26,2,32,322,4,1979,1,1978,1,1,1,1,1
1046,34,7,1,21,211,7,1979,1,1979,1,1,1,1,1
2044,159,26,2,32,322,8,1979,0,1971,0,1,1,0,1
7018,142,3,7,49,491,9,1979,1,1967,1,1,1,1,1
9102,131,14,9,5,54,7,1979,0,1967,1,1,1,1,1
88049,230,14,88,55,551,8,1979,0,1979,1,1,2,1,1
6090,65,2,6,35,352,3,1979,0,1974,0,1,2,0,1
2011,159,26,2,32,322,9,1979,1,1971,0,1,1,0,1
8045,203,1,8,41,411,9,1979,0,1965,1,1,1,1,1
5145,141,9,5,9,93,10,1979,1,1976,1,1,1,0,1
2132,159,26,2,32,322,10,1979,1,1978,0,1,1,1,1
88033,230,14,88,55,551,10,1979,0,1971,0,1,1,0,1
1046,34,9,1,21,211,11,1979,0,1979,1,1,1,1,1
8012,164,2,8,27,271,12,1979,1,1971,0,1,1,0,1
3053,173,16,3,38,381,12,1979,1,1961,1,1,1,1,1
88011,230,14,88,55,551,1,1980,1,1967,1,1,1,1,1
9171,189,3,9,5,53,1,1980,1,1979,1,1,1,1,1
5148,30,4,5,1,11,9,1979,1,1973,0,1,1,0,1
6090,65,2,6,35,352,10,1979,1,1974,0,1,2,0,1
6046,59,5,6,35,351,2,1980,1,1967,1,1,1,1,1
88048,230,14,88,55,551,12,1979,1,1977,1,1,1,1,1
3048,237,3,3,8,81,1,1980,1,1968,1,1,1,1,1
2127,246,2,2,32,321,2,1980,0,1979,1,1,1,1,1
88034,230,14,88,55,551,2,1980,1,1966,1,1,2,1,1
8060,73,2,8,15,152,2,1980,0,1971,0,1,1,0,1
3080,237,3,3,8,81,2,1980,1,1970,0,1,1,0,1
10048,225,3,10,36,361,2,1980,1,1974,0,1,1,0,1
88034,230,14,88,55,551,1,1980,1,1966,1,1,2,1,1
3044,84,2,3,38,383,3,1980,1,1970,0,1,1,0,1
10060,72,6,10,6,61,3,1980,1,1978,1,1,1,1,1
2070,159,26,2,32,322,3,1980,1,1959,0,1,1,0,1
3106,152,6,3,30,301,4,1980,1,1974,1,1,1,0,1
3039,182,2,3,38,381,2,1980,1,1970,0,1,1,0,1
9103,131,17,9,5,54,4,1980,0,1966,1,1,3,1,1
3124,175,7,3,38,383,6,1980,1,1978,1,1,1,1,1
6059,100,1,6,42,421,12,1978,1,1962,1,1,1,1,1
8035,47,1,8,15,151,6,1979,0,1962,1,1,1,1,1
3039,182,2,3,38,381,5,1980,1,1970,0,1,1,0,1
3008,173,16,3,38,381,6,1980,1,1971,0,1,1,0,1
5164,157,13,5,18,181,6,1980,0,1979,1,1,1,1,1
4031,200,1,4,33,333,7,1979,0,1967,1,1,1,1,1
7080,142,4,7,49,491,6,1980,1,1980,1,1,1,1,1
7072,142,4,7,49,491,7,1980,0,1974,0,1,1,0,1
2086,159,26,2,32,322,7,1980,0,1967,1,1,1,1,1
7079,136,1,7,49,492,6,1980,1,1979,1,0,1,1,1
5018,111,8,5,43,432,8,1980,1,1970,1,1,1,0,1
4077,161,3,4,46,461,2,1980,1,1975,0,1,1,0,1
88046,230,15,88,55,551,6,1980,0,1978,1,1,1,1,1
2122,155,2,2,7,71,8,1980,1,1979,0,1,3,1,1
88034,230,15,88,55,551,9,1980,1,1966,1,1,2,1,1
4044,184,2,4,46,461,8,1980,1,1967,1,1,1,1,1
7064,55,16,7,13,131,10,1980,0,1976,0,1,1,0,1
3106,152,6,3,30,301,8,1980,1,1974,1,1,1,0,1
7080,142,4,7,49,491,6,1980,1,1980,1,1,1,1,1
88029,230,15,88,55,551,9,1980,0,1969,0,1,2,0,1
8034,143,3,8,23,231,7,1980,0,1966,1,1,1,1,1
10047,54,1,10,50,501,11,1980,0,1975,0,1,1,0,1
4044,184,2,4,46,461,10,1980,0,1967,1,1,1,1,1
7040,113,4,7,14,142,6,1980,0,1966,1,1,1,1,1
10056,196,1,10,31,311,8,1980,0,1978,1,1,3,1,1
2131,159,26,2,32,322,11,1980,1,1979,1,1,1,1,1
7064,55,16,7,13,131,9,1980,0,1976,0,1,1,0,1
3110,152,6,3,30,301,11,1979,0,1973,0,1,1,0,1
6100,74,11,6,22,221,12,1980,0,1978,1,0,1,1,1
9185,183,1,9,28,281,12,1980,1,1979,1,1,1,1,1
9185,183,1,9,28,281,10,1980,1,1979,1,1,1,1,1
11007,115,3,5,9,92,1,1981,1,1979,1,1,1,1,1
5014,157,13,5,18,181,12,1980,0,1966,1,1,1,1,1
5199,24,2,5,18,182,12,1980,0,1979,1,1,1,1,1
5152,141,9,5,9,93,1,1981,0,1977,1,1,1,1,1
9148,12,2,9,2,21,2,1981,1,1975,1,1,1,0,1
3044,84,2,3,38,383,8,1980,0,1970,0,1,1,0,1
88034,230,15,88,55,551,2,1981,1,1966,1,1,2,1,1
4081,184,2,4,46,461,12,1980,0,1974,0,1,1,0,1
3048,237,3,3,8,81,2,1981,1,1968,1,1,1,1,1
5163,157,13,5,18,181,12,1980,1,1979,1,1,1,1,1
7040,113,4,7,14,142,1,1981,1,1966,1,1,1,1,1
6046,59,6,6,35,351,2,1981,1,1967,1,1,1,1,1
6118,151,3,6,42,422,3,1981,1,1978,1,1,1,1,1
8077,214,2,8,23,231,1,1981,1,1975,0,1,1,0,1
88011,230,15,88,55,551,4,1981,0,1967,1,1,1,1,1
5115,8,1,5,18,183,3,1981,1,1970,0,1,1,0,1
6118,151,3,6,42,422,4,1981,1,1978,1,1,1,1,1
3046,152,6,3,30,301,1,1981,1,1971,0,1,1,0,1
9069,110,2,9,11,111,4,1981,1,1972,0,1,1,0,1
5115,8,1,5,18,183,4,1981,1,1970,0,1,1,0,1
8005,181,1,8,41,411,5,1981,0,1970,0,1,1,0,1
5198,24,2,5,18,182,5,1981,1,1979,1,1,1,1,1
7083,55,14,7,13,131,4,1981,1,1979,1,1,1,1,1
88034,230,15,88,55,551,5,1981,1,1966,1,1,2,1,1
88047,230,15,88,55,551,9,1980,0,1980,3,0,2,1,1
10061,234,2,10,16,161,5,1981,0,1980,1,1,1,1,1
10060,72,6,10,6,61,5,1981,1,1978,1,1,1,1,1
1040,195,4,1,51,511,7,1981,1,1980,1,0,3,1,1
11048,141,9,5,9,93,5,1981,1,1979,1,1,1,1,1
9184,177,5,9,37,371,5,1981,0,1980,1,1,1,1,1
6104,97,3,6,22,222,7,1981,1,1979,1,1,2,1,1
5192,250,1,5,43,432,5,1981,1,1979,1,1,1,1,1
3052,173,16,3,38,381,9,1981,1,1961,1,1,1,1,1
4075,21,8,4,20,201,8,1981,0,1971,0,1,1,0,1
7077,263,1,7,14,142,7,1981,1,1979,1,1,1,1,1
7085,55,13,7,13,131,10,1981,0,1980,1,1,1,1,1
88011,230,13,88,55,551,11,1981,0,1967,1,1,1,1,1
88011,230,13,88,55,551,11,1981,1,1967,1,1,1,1,1
2028,37,9,2,32,323,12,1981,0,1971,0,1,1,0,1
88009,230,13,88,55,551,11,1981,1,1971,0,1,1,0,1
88045,230,13,88,55,551,1,1982,1,1979,1,0,1,1,0
5155,68,4,5,43,431,9,1981,1,1974,0,1,1,0,1
11003,141,9,11,9,93,9,1981,1,1966,1,1,1,1,1
11014,15,7,11,10,101,1,1982,1,1979,1,0,1,1,0
3022,152,5,3,30,301,2,1982,0,1970,0,1,1,0,0
5183,252,1,5,43,432,2,1982,0,1979,1,1,1,1,0
2024,108,1,2,7,71,11,1981,1,1961,1,1,1,1,1
9127,12,2,9,2,21,4,1982,1,1966,0,1,1,1,0
6059,100,1,6,42,421,4,1981,1,1962,1,1,1,1,1
3086,173,14,3,38,381,8,1981,0,1970,0,1,1,0,1
2046,159,25,2,32,322,3,1982,1,1972,0,1,1,0,0
6092,25,1,6,22,221,4,1982,0,1973,0,1,1,0,0
9184,177,4,9,37,371,10,1981,1,1980,1,1,1,1,1
4079,169,1,4,48,482,4,1982,1,1975,0,1,1,0,0
5063,68,5,5,43,431,5,1982,1,1970,0,1,1,0,0
11036,253,1,11,10,101,5,1982,1,1977,1,1,1,1,0
10049,72,5,10,6,61,5,1982,0,1974,0,1,1,0,0
6086,53,1,6,42,421,6,1982,1,1961,1,1,1,1,0
2033,40,2,2,32,324,5,1982,1,1967,1,1,1,1,0
9056,131,14,9,5,54,6,1982,0,1966,1,1,1,1,0
4088,21,9,4,20,201,9,1981,1,1979,1,1,2,1,1
4088,21,9,4,20,201,5,1982,1,1979,1,1,2,1,0
5022,157,10,5,18,181,4,1982,1,1966,1,1,1,1,0
2046,159,25,2,32,322,6,1982,1,1972,0,1,1,0,0
7032,55,15,7,13,131,4,1982,0,1970,0,1,1,0,0
6113,71,1,6,35,352,6,1982,0,1980,1,1,1,1,0
8087,143,3,7,23,231,7,1982,1,1977,1,1,1,1,0
8064,128,1,8,27,271,9,1981,0,1970,0,1,1,0,1
9190,131,14,9,5,54,7,1982,1,1980,1,1,4,1,0
2131,159,24,2,32,322,8,1982,0,1979,1,1,1,1,0
11048,141,9,11,9,93,6,1982,1,1979,1,1,1,1,0
88045,230,15,88,55,551,7,1982,0,1979,1,0,1,1,0
88029,230,15,88,55,551,8,1982,0,1969,0,1,2,0,0
1048,34,9,1,21,211,8,1982,0,1979,1,1,2,1,0
11048,141,9,11,9,93,6,1982,1,1979,1,1,1,1,0
3008,173,14,3,38,381,8,1982,1,1971,0,1,1,0,0
3070,173,14,3,38,381,9,1982,0,1971,0,1,1,0,0
8103,214,3,8,23,231,8,1982,1,1981,0,1,1,0,0
88004,230,14,88,55,551,9,1982,0,1965,1,1,2,1,0
7078,55,15,7,13,131,9,1982,1,1977,1,1,1,1,0
8092,214,3,8,23,231,8,1982,1,1980,0,1,1,1,0
9187,199,4,9,47,472,7,1982,1,1980,1,0,1,1,0
6117,59,6,6,35,351,2,1981,1,1980,1,1,2,1,1
3039,182,1,3,38,381,9,1982,1,1970,0,1,1,0,0
9184,177,5,9,37,371,3,1982,0,1980,1,1,1,1,0
8078,213,5,8,25,251,10,1982,1,1973,0,1,1,0,0
3046,152,5,3,30,301,10,1982,1,1971,0,1,1,0,0
7081,55,15,7,13,131,9,1982,0,1980,3,0,1,1,0
7081,55,15,7,13,131,10,1982,1,1980,3,0,1,1,0
88052,230,15,88,55,551,11,1982,1,1982,0,1,1,0,0
88045,230,15,88,55,551,9,1982,0,1979,1,0,1,1,0
5204,1,1,5,24,241,11,1982,1,1980,1,1,1,1,0
6075,121,1,6,42,421,7,1982,1,1950,1,1,1,1,0
88029,230,15,88,55,551,9,1982,1,1969,0,1,2,0,0
11048,141,9,11,9,93,11,1982,0,1979,1,1,1,1,0
9156,199,4,9,47,472,11,1982,1,1974,1,1,1,0,0
1038,195,6,1,51,511,11,1982,0,1975,0,1,3,0,0
88045,230,15,88,55,551,11,1982,0,1979,1,0,1,1,0
4040,50,2,4,33,333,12,1982,1,1968,1,1,1,1,0
6114,57,2,6,35,352,12,1982,1,1978,1,1,1,1,0
6096,258,1,6,17,171,12,1982,1,1975,0,1,1,0,0
10066,190,3,10,44,441,12,1982,1,1979,1,1,1,1,0
3033,173,14,3,38,381,12,1982,0,1971,0,1,2,0,0
8091,255,1,8,41,411,12,1982,0,1979,1,1,1,1,0
9196,110,2,9,11,111,12,1982,0,1982,0,1,4,0,0
88029,230,15,88,55,551,1,1983,1,1969,0,1,2,0,0
5073,102,1,5,24,241,9,1981,1,1968,1,1,1,1,1
11006,218,2,11,9,92,12,1982,1,1978,1,1,1,1,0
2112,159,24,2,32,322,1,1983,1,1973,0,1,1,0,0
88049,230,15,88,55,551,1,1983,0,1968,1,1,2,1,0
7052,113,4,7,14,142,12,1982,1,1950,1,1,1,1,0
7081,55,16,7,13,131,10,1982,1,1980,3,0,1,1,0
9165,177,5,9,37,371,3,1983,0,1980,1,0,1,1,0
4084,180,2,4,33,331,12,1982,0,1980,1,1,1,1,0
1048,34,9,1,21,211,11,1982,1,1979,1,1,2,1,0
11047,15,10,11,10,101,12,1982,1,1979,1,1,1,1,0
2131,159,25,2,32,322,2,1983,1,1979,1,1,1,1,0
88033,230,14,88,55,551,10,1982,0,1971,0,1,1,0,0
88052,230,14,88,55,551,3,1983,0,1982,0,1,1,0,0
6090,65,3,6,35,352,11,1982,1,1974,0,1,2,0,0
4048,21,8,4,20,201,3,1983,0,1971,0,1,1,0,0
1045,34,9,1,21,211,3,1983,1,1978,1,1,1,1,0
1056,178,2,1,39,391,4,1983,1,1982,0,1,1,0,0
5022,157,12,5,18,181,4,1983,1,1966,1,1,1,1,0
6090,65,3,6,35,352,5,1982,1,1974,0,1,2,0,0
4094,112,1,4,48,482,4,1983,1,1979,1,1,1,1,0
9196,110,2,9,11,111,1,1983,0,1982,0,1,4,0,0
1038,195,5,1,51,511,3,1983,0,1975,0,1,3,0,0
88029,230,14,88,55,551,4,1983,0,1969,0,1,2,0,0
6120,251,1,6,35,351,5,1983,1,1982,0,1,1,0,0
2138,37,8,2,32,323,5,1983,0,1981,0,1,1,0,0
5072,226,2,5,43,433,1,1983,0,1968,1,1,1,1,0
4082,256,1,4,46,462,6,1983,0,1976,0,1,1,0,0
2044,159,25,2,32,322,5,1983,1,1971,0,1,1,0,0
88049,230,14,88,55,551,5,1983,1,1968,1,1,2,1,0
7083,55,16,7,13,131,12,1982,0,1979,1,1,1,1,0
9148,12,2,9,2,21,5,1983,1,1975,1,1,1,0,0
10001,190,3,10,44,441,4,1983,0,1971,0,1,1,0,0
8034,143,3,8,23,231,5,1983,1,1966,1,1,1,1,0
2021,159,25,2,32,322,2,1982,1,1972,1,1,2,0,0
88052,230,14,88,55,551,7,1983,1,1982,0,1,1,0,0
3114,198,2,3,38,382,4,1983,1,1979,1,1,1,1,0
5204,1,1,5,24,241,6,1983,0,1980,1,1,1,1,0
3120,152,5,3,30,301,3,1983,1,1979,1,1,1,1,0
10060,72,6,10,6,61,7,1983,1,1978,1,1,1,1,0
88012,230,14,88,55,551,5,1983,1,1968,1,1,1,1,0
88029,230,14,88,55,551,7,1983,1,1969,0,1,2,0,0
9205,193,12,9,5,51,8,1983,0,1982,0,1,1,0,0
9184,177,5,9,37,371,7,1983,1,1980,1,1,1,1,0
5183,252,1,5,43,432,8,1983,0,1979,1,1,1,1,0
6114,57,2,6,35,352,8,1983,1,1978,1,1,1,1,0
6094,97,3,6,22,222,8,1983,0,1974,0,1,1,0,0
11033,115,3,11,9,92,8,1983,1,1977,1,1,1,1,0
1039,178,2,1,39,391,7,1983,0,1977,1,1,1,1,0
88048,230,14,88,55,551,9,1983,1,1977,1,1,1,1,0
9013,177,5,9,37,371,6,1983,0,1972,0,1,1,0,0
1045,34,9,1,21,211,9,1983,1,1978,1,1,1,1,0
6069,57,2,6,35,352,10,1983,1,1971,0,1,1,0,0
2141,186,1,2,32,324,10,1983,1,1982,0,1,1,0,0
88052,230,14,88,55,551,10,1983,1,1982,0,1,1,0,0
88031,230,14,88,55,551,2,1983,1,1968,1,1,1,1,0
6088,74,9,6,22,221,11,1983,1,1970,0,1,1,0,0
88052,230,14,88,55,551,12,1983,1,1982,0,1,1,0,0
3119,106,2,3,38,382,9,1982,1,1979,1,0,1,1,0
2131,159,25,2,32,322,11,1983,1,1979,1,1,1,1,0
3105,44,2,3,30,301,10,1983,1,1975,1,1,1,0,0
4075,21,8,4,20,201,12,1983,1,1971,0,1,1,0,0
2141,186,1,2,32,324,3,1984,0,1982,0,1,1,0,0
8091,255,1,8,41,411,12,1983,1,1979,1,1,1,1,0
6001,132,2,6,17,172,12,1983,1,1971,0,1,1,0,0
7079,136,2,7,49,492,4,1984,1,1979,1,0,1,1,0
1043,34,9,1,21,211,4,1984,1,1979,1,1,1,1,0
3105,152,6,3,30,301,4,1984,1,1975,1,1,1,0,0
1042,260,1,1,51,511,4,1984,1,1980,1,1,3,1,0
6046,59,6,6,35,351,2,1984,1,1967,1,1,1,1,0
9160,224,3,9,3,31,4,1984,1,1979,0,1,1,1,0
2139,6,1,2,32,321,4,1984,0,1981,0,1,1,0,0
2139,6,1,2,32,321,3,1984,1,1981,0,1,1,0,0
8079,164,2,8,27,271,12,1982,0,1973,0,1,1,0,0
5164,94,2,5,43,431,2,1984,0,1979,1,1,1,1,0
1045,34,9,1,21,211,4,1984,0,1978,1,1,1,1,0
3005,173,15,3,38,381,5,1984,1,1972,0,1,1,0,0
1004,34,9,1,21,211,5,1984,1,1961,0,1,1,1,0
9022,193,12,9,5,51,4,1984,1,1970,0,1,1,0,0
9154,193,12,9,5,51,5,1984,1,1976,0,1,1,0,0
1048,34,9,1,21,211,6,1984,0,1979,1,1,2,1,0
2139,246,2,2,32,321,7,1984,0,1981,0,1,1,0,0
2139,246,2,2,32,321,6,1984,1,1981,0,1,1,0,0
88052,230,14,88,55,551,9,1984,0,1982,0,1,1,0,0
3090,84,2,3,38,383,9,1984,0,1964,1,1,1,1,0
7081,55,16,7,13,131,7,1984,1,1980,3,0,1,1,0
1045,34,9,1,21,211,9,1984,1,1978,1,1,1,1,0
7048,142,4,7,49,491,10,1984,1,1965,1,1,1,1,0
2037,159,26,2,32,322,9,1984,1,1972,0,1,1,0,0
9139,193,11,9,5,51,1,1984,0,1971,0,1,1,0,0
5226,157,13,5,18,181,10,1984,0,1982,0,1,1,0,0
6042,65,3,6,35,352,11,1984,1,1966,1,1,1,1,0
8096,129,5,8,4,41,12,1984,0,1980,1,1,1,1,0
9173,131,14,9,5,54,9,1984,0,1980,0,1,1,1,0
2025,41,1,2,45,451,2,1985,1,1972,0,1,1,0,0
3123,223,3,3,30,301,2,1986,0,1979,1,0,2,1,0
9152,193,12,9,5,51,7,1984,1,1974,1,1,1,0,0
3123,223,3,3,30,301,2,1985,1,1979,1,0,2,1,0
3121,173,14,3,38,381,2,1985,0,1978,0,0,1,1,0
3121,173,14,3,38,381,3,1985,1,1978,0,0,1,1,0
88033,230,14,88,55,551,3,1985,1,1971,0,1,1,0,0
6097,70,1,6,35,351,3,1985,1,1980,1,0,1,1,0
9167,98,1,9,26,261,3,1985,1,1979,1,1,1,1,0
1041,66,2,1,29,291,3,1985,1,1978,1,1,1,1,0
10057,72,6,10,6,61,3,1985,1,1979,1,1,1,1,0
3080,237,3,3,8,81,2,1985,1,1970,0,1,1,0,0
9155,131,14,9,5,54,3,1985,1,1976,1,1,4,0,0
11004,115,3,11,9,92,1,1985,0,1979,1,0,1,1,0
8103,214,3,8,23,231,4,1985,1,1981,0,1,1,0,0
9148,12,2,9,2,21,11,1984,1,1975,1,1,1,0,0
2033,40,2,2,32,324,4,1985,0,1967,1,1,1,1,0
9212,193,12,9,5,51,4,1985,1,1983,0,1,1,0,0
6103,118,1,6,22,222,4,1985,1,1979,1,1,1,1,0
88050,230,14,88,55,551,5,1985,1,1983,0,1,1,0,0
9171,189,4,9,5,53,4,1985,1,1979,1,1,1,1,0
4075,21,8,4,20,201,5,1985,1,1971,0,1,1,0,0
4044,184,2,4,46,461,6,1985,1,1967,1,1,1,1,0
10030,119,2,10,16,161,6,1985,1,1971,0,1,1,0,0
2114,159,24,2,32,322,7,1985,1,1976,0,1,1,0,0
10047,54,1,10,50,501,7,1985,0,1975,0,1,1,0,0
88047,230,15,88,55,551,7,1985,1,1980,3,0,2,1,0
5125,226,2,5,43,433,6,1985,1,1970,0,1,1,0,0
2135,37,8,2,32,323,7,1985,1,1981,1,1,1,0,0
88011,230,13,88,55,551,7,1985,1,1967,1,1,1,1,0
9184,177,5,9,37,371,4,1985,1,1980,1,1,1,1,0
10047,54,1,10,50,501,7,1985,1,1975,0,1,1,0,0
2046,159,22,2,32,322,8,1985,1,1972,0,1,1,0,0
10060,72,5,10,6,61,7,1985,1,1978,1,1,1,1,0
3105,44,2,3,30,301,8,1984,1,1975,1,1,1,0,0
10070,163,5,10,36,365,8,1985,1,1982,0,1,1,0,0
4093,21,10,4,20,201,8,1985,1,1980,1,1,1,1,0
4100,161,3,4,46,461,9,1985,1,1982,0,1,1,0,0
3101,44,2,3,30,301,8,1985,1,1975,0,1,1,0,0
9196,110,1,9,11,111,1,1984,0,1982,0,1,4,0,0
3101,44,2,3,30,301,8,1985,1,1975,0,1,1,0,0
10057,72,5,10,6,61,8,1985,1,1979,1,1,1,1,0
4093,21,10,4,20,201,9,1985,1,1980,1,1,1,1,0
11037,141,10,11,9,93,6,1985,1,1983,0,0,3,0,0
4048,21,10,4,20,201,6,1985,1,1971,0,1,1,0,0
3110,152,7,3,30,301,8,1985,1,1973,0,1,1,0,0
3127,106,2,3,38,382,10,1985,1,1982,0,1,1,0,0
7052,113,4,7,14,142,3,1984,1,1950,1,1,1,1,0
7072,142,4,7,49,491,9,1985,0,1974,0,1,1,0,0
8088,143,3,8,23,231,10,1985,1,1980,1,0,1,1,0
2141,186,1,2,32,324,12,1984,0,1982,0,1,1,0,0
9183,189,4,9,5,53,9,1985,1,1980,1,1,3,1,0
4084,180,1,4,33,331,9,1985,1,1980,1,1,1,1,0
6103,118,1,6,22,222,9,1985,0,1979,1,1,1,1,0
88045,230,14,88,55,551,9,1985,1,1979,1,0,1,1,0
8097,120,5,8,25,252,7,1985,1,1979,1,1,1,1,0
7070,55,18,7,13,131,8,1985,1,1973,0,1,1,0,0
9208,174,6,9,3,31,10,1985,1,1984,0,1,1,0,0
3111,152,8,3,30,301,10,1985,0,1980,1,1,1,1,0
7083,55,18,7,13,131,10,1985,1,1979,1,1,1,1,0
10030,119,2,10,16,161,11,1985,1,1971,0,1,1,0,0
4103,63,2,4,40,403,10,1985,0,1982,0,1,1,0,0
6135,293,1,6,42,423,10,1985,0,1985,0,1,1,0,0
3111,152,8,3,30,301,11,1985,1,1980,1,1,1,1,0
5200,24,2,5,18,182,11,1985,0,1980,1,1,1,1,0
10060,72,5,10,6,61,11,1985,0,1978,1,1,1,1,0
88033,230,14,88,55,551,7,1985,1,1971,0,1,1,0,0
4097,81,1,4,33,331,11,1985,1,1984,0,1,1,0,0
2122,155,4,2,7,71,9,1985,1,1979,0,1,3,1,0
9185,183,1,9,28,281,11,1985,1,1979,1,1,1,1,0
3127,106,2,3,38,382,12,1985,1,1982,0,1,1,0,0
4084,180,1,4,33,331,12,1985,1,1980,1,1,1,1,0
6113,71,1,6,35,352,11,1985,1,1980,1,1,1,1,0
7081,55,18,7,13,131,11,1985,1,1980,3,0,1,1,0
88048,230,14,88,55,551,7,1984,1,1977,1,1,1,1,0
5200,24,2,5,18,182,1,1986,1,1980,1,1,1,1,0
3111,152,7,3,30,301,1,1986,1,1980,1,1,1,1,0
9147,33,2,9,12,121,1,1986,0,1976,0,1,1,0,0
8097,120,5,8,25,252,12,1985,1,1979,1,1,1,1,0
88052,230,14,88,55,551,2,1986,0,1982,0,1,1,0,0
9013,177,5,9,37,371,3,1986,0,1972,0,1,1,0,0
7085,55,18,7,13,131,2,1986,0,1980,1,1,1,1,0
3121,173,16,3,38,381,8,1985,0,1978,0,0,1,1,0
6066,74,14,6,22,222,6,1985,1,1970,0,1,1,0,0
4084,180,1,4,33,331,2,1986,1,1980,1,1,1,1,0
5018,111,7,5,43,432,3,1986,1,1970,1,1,1,0,0
1044,66,2,1,29,291,12,1985,1,1979,1,1,1,1,0
9179,193,11,9,5,51,4,1986,0,1980,1,0,1,1,0
2122,155,4,2,7,71,3,1986,1,1979,0,1,3,1,0
2122,155,4,2,7,71,3,1986,1,1979,0,1,3,1,0
2122,155,4,2,7,71,3,1986,1,1979,0,1,3,1,0
2122,155,4,2,7,71,4,1986,0,1979,0,1,3,1,0
88050,230,14,88,55,551,2,1986,0,1983,0,1,1,0,0
8119,164,2,8,27,271,4,1986,1,1985,0,1,1,0,0
2103,159,23,2,32,322,4,1986,1,1950,1,1,1,1,0
9216,199,5,9,47,472,5,1986,0,1985,0,0,1,0,0
7092,55,17,7,13,131,2,1986,0,1982,0,1,1,0,0
9209,33,2,9,12,121,5,1986,1,1981,0,1,1,0,0
7095,93,1,7,14,141,5,1986,1,1981,0,1,1,0,0
5200,24,2,5,18,182,4,1986,1,1980,1,1,1,1,0
9167,98,2,9,26,261,4,1986,0,1979,1,1,1,1,0
3005,173,15,3,38,381,4,1986,1,1972,0,1,1,0,0
2127,246,2,2,32,321,5,1986,1,1979,1,1,1,1,0
9209,33,2,9,12,121,5,1986,1,1981,0,1,1,0,0
5226,157,12,5,18,181,4,1986,1,1982,0,1,1,0,0
4104,21,9,4,20,201,6,1986,0,1984,1,1,2,0,0
2113,40,2,2,32,324,12,1985,1,1975,0,1,1,0,0
9184,177,5,9,37,371,5,1986,0,1980,1,1,1,1,0
88051,230,14,88,55,551,3,1986,0,1982,0,1,1,0,0
2134,155,4,2,7,71,5,1986,1,1983,0,1,1,0,0
88052,230,14,88,51,511,6,1986,0,1982,0,1,1,0,0
7091,105,2,7,14,141,8,1985,1,1982,0,1,1,0,0
11057,30,6,11,1,11,2,1986,0,1982,0,1,1,0,0
2152,159,23,2,32,322,5,1986,0,1985,0,1,1,0,0
1050,34,11,1,21,211,4,1985,1,1979,1,0,1,1,0
7075,69,1,7,13,133,4,1986,1,1978,1,1,1,1,0
2113,40,2,2,32,324,5,1986,1,1975,0,1,1,0,0
5172,157,13,5,18,181,7,1986,0,1979,1,1,1,1,0
2122,155,4,2,7,71,7,1986,0,1979,0,1,3,1,0
5191,83,1,5,43,434,9,1985,1,1979,1,1,1,1,0
4105,268,1,4,46,462,6,1985,0,1982,0,1,1,0,0
2122,155,4,2,7,71,2,1986,1,1979,0,1,3,1,0
3127,106,2,3,38,382,5,1986,0,1982,0,1,1,0,0
4075,21,9,4,20,201,5,1986,1,1971,0,1,1,0,0
4097,81,1,4,33,331,7,1986,1,1984,0,1,1,0,0
3126,152,7,3,30,301,4,1986,1,1983,0,1,1,0,0
6108,140,3,6,42,423,7,1986,1,1980,1,1,2,1,0
11050,148,3,11,1,12,12,1985,1,1980,1,1,2,1,0
10048,225,3,10,36,361,7,1986,0,1974,0,1,1,0,0
4046,21,9,4,20,201,9,1986,1,1970,0,1,1,0,0
3130,236,4,3,8,81,7,1986,1,1984,0,1,1,0,0
3130,236,4,3,8,81,7,1986,1,1984,0,1,1,0,0
1046,34,10,1,21,211,1,1986,0,1979,1,1,1,1,0
10066,196,4,10,44,441,8,1986,0,1979,1,1,1,1,0
9220,12,3,9,2,21,9,1986,1,1986,0,1,1,0,0
7100,55,17,7,13,131,6,1986,0,1984,0,1,1,0,0
8078,213,6,8,25,251,9,1986,0,1973,0,1,1,0,0
1060,34,10,1,21,211,9,1986,0,1985,0,1,1,0,0
6069,57,3,6,35,352,3,1986,0,1971,0,1,1,0,0
8098,120,5,8,25,252,6,1986,1,1981,0,1,1,0,0
3111,152,7,3,30,301,10,1986,1,1980,1,1,1,1,0
3127,106,2,3,38,382,10,1986,1,1982,0,1,1,0,0
9173,131,21,9,5,54,6,1986,1,1980,0,1,1,1,0
8097,120,5,8,25,252,9,1986,1,1979,1,1,1,1,0
9209,33,2,9,12,121,10,1986,1,1981,0,1,1,0,0
